player,rank,points,year,week,corr_date,absent
Federer R.,1,7260,2006,32,08/09/2006,
Nadal R.,2,4930,2006,32,08/08/2006,
Djokovic N.,24,1168,2006,33,08/15/2006,
Federer R.,1,7760,2006,33,08/16/2006,
Nadal R.,2,4505,2006,33,08/15/2006,
Djokovic N.,24,,2006,34,,
Federer R.,1,,2006,34,,
Nadal R.,2,,2006,34,,
Djokovic N.,23,1183,2006,35,08/28/2006,
Federer R.,1,7295,2006,35,08/30/2006,
Nadal R.,2,4625,2006,35,08/30/2006,
Djokovic N.,23,,2006,36,,
Federer R.,1,7295,2006,36,09/04/2006,
Nadal R.,2,4625,2006,36,09/04/2006,
Djokovic N.,23,,2006,37,,
Federer R.,1,,2006,37,,
Nadal R.,2,,2006,37,,
Djokovic N.,23,,2006,38,,
Federer R.,1,,2006,38,,
Nadal R.,2,,2006,38,,
Djokovic N.,23,,2006,39,,
Federer R.,1,,2006,39,,
Nadal R.,2,,2006,39,,
Djokovic N.,22,1183,2006,40,10/03/2006,
Federer R.,1,7120,2006,40,10/04/2006,
Nadal R.,2,,2006,40,,
Djokovic N.,16,1350,2006,41,10/11/2006,
Federer R.,1,,2006,41,,
Nadal R.,2,4625,2006,41,10/10/2006,
Djokovic N.,17,1360,2006,42,10/18/2006,
Federer R.,1,7370,2006,42,10/17/2006,
Nadal R.,2,4645,2006,42,10/18/2006,
Djokovic N.,17,,2006,43,,
Federer R.,1,7870,2006,43,10/24/2006,
Nadal R.,2,,2006,43,,
Djokovic N.,16,1465,2006,44,11/01/2006,
Federer R.,1,,2006,44,,
Nadal R.,2,,2006,44,,
Djokovic N.,16,,2006,45,,
Federer R.,1,7620,2006,45,11/12/2006,
Nadal R.,2,,2006,45,,
Djokovic N.,16,,2006,46,,
Federer R.,1,7620,2006,46,11/14/2006,
Nadal R.,2,4270,2006,46,11/13/2006,
Djokovic N.,16,,2006,47,,
Federer R.,1,,2006,47,,
Nadal R.,2,,2006,47,,
Djokovic N.,16,,2006,48,,
Federer R.,1,,2006,48,,
Nadal R.,2,,2006,48,,
Djokovic N.,16,,2006,49,,
Federer R.,1,,2006,49,,
Nadal R.,2,,2006,49,,
Djokovic N.,16,,2006,50,,
Federer R.,1,,2006,50,,
Nadal R.,2,,2006,50,,
Djokovic N.,16,,2006,51,,
Federer R.,1,,2006,51,,
Nadal R.,2,,2006,51,,
Djokovic N.,16,,2006,52,,
Federer R.,1,,2006,52,,
Nadal R.,2,,2006,52,,
Djokovic N.,16,1380,2007,1,01/05/2007,
Federer R.,1,,2007,1,,
Nadal R.,2,4470,2007,1,01/02/2007,
Djokovic N.,16,,2007,2,,
Federer R.,1,,2007,2,,
Nadal R.,2,,2007,2,,
Djokovic N.,15,1530,2007,3,01/15/2007,
Federer R.,1,8120,2007,3,01/15/2007,
Nadal R.,2,4525,2007,3,01/16/2007,
Djokovic N.,15,,2007,4,,
Federer R.,1,8120,2007,4,01/23/2007,
Nadal R.,2,4525,2007,4,01/22/2007,
Djokovic N.,15,,2007,5,,
Federer R.,1,,2007,5,,
Nadal R.,2,,2007,5,,
Djokovic N.,15,,2007,6,,
Federer R.,1,,2007,6,,
Nadal R.,2,,2007,6,,
Djokovic N.,14,1625,2007,7,02/12/2007,
Federer R.,1,,2007,7,,
Nadal R.,2,,2007,7,,
Djokovic N.,14,1625,2007,8,02/19/2007,
Federer R.,1,,2007,8,,
Nadal R.,2,,2007,8,,
Djokovic N.,14,1665,2007,9,02/27/2007,
Federer R.,1,8120,2007,9,02/26/2007,
Nadal R.,2,4705,2007,9,02/27/2007,
Djokovic N.,14,,2007,10,,
Federer R.,1,8210,2007,10,03/11/2007,
Nadal R.,2,4480,2007,10,03/10/2007,
Djokovic N.,13,1715,2007,11,03/12/2007,
Federer R.,1,,2007,11,,
Nadal R.,2,4480,2007,11,03/13/2007,
Djokovic N.,10,2060,2007,12,03/23/2007,
Federer R.,1,7715,2007,12,03/25/2007,
Nadal R.,2,4755,2007,12,03/23/2007,
Djokovic N.,10,2060,2007,13,03/28/2007,
Federer R.,1,7715,2007,13,03/26/2007,
Nadal R.,2,4755,2007,13,03/28/2007,
Djokovic N.,10,,2007,14,,
Federer R.,1,,2007,14,,
Nadal R.,2,,2007,14,,
Djokovic N.,10,,2007,15,,
Federer R.,1,,2007,15,,
Nadal R.,2,,2007,15,,
Djokovic N.,7,2540,2007,16,04/18/2007,
Federer R.,1,7290,2007,16,04/17/2007,
Nadal R.,2,4875,2007,16,04/18/2007,
Djokovic N.,7,,2007,17,,
Federer R.,1,,2007,17,,
Nadal R.,2,4875,2007,17,04/25/2007,
Djokovic N.,5,2595,2007,18,04/30/2007,
Federer R.,1,,2007,18,,
Nadal R.,2,,2007,18,,
Djokovic N.,5,2720,2007,19,05/09/2007,
Federer R.,1,7290,2007,19,05/08/2007,
Nadal R.,2,4875,2007,19,05/09/2007,
Djokovic N.,6,2735,2007,20,05/17/2007,
Federer R.,1,7015,2007,20,05/16/2007,
Nadal R.,2,4875,2007,20,05/16/2007,
Djokovic N.,6,,2007,21,,
Federer R.,1,,2007,21,,
Nadal R.,2,,2007,21,,
Djokovic N.,6,2810,2007,22,05/30/2007,
Federer R.,1,7515,2007,22,05/29/2007,
Nadal R.,2,5225,2007,22,05/29/2007,
Djokovic N.,6,2810,2007,23,06/04/2007,
Federer R.,1,7515,2007,23,06/05/2007,
Nadal R.,2,5225,2007,23,06/04/2007,
Djokovic N.,4,3010,2007,24,06/13/2007,
Federer R.,1,,2007,24,,
Nadal R.,2,5225,2007,24,06/13/2007,
Djokovic N.,4,,2007,25,,
Federer R.,1,,2007,25,,
Nadal R.,2,,2007,25,,
Djokovic N.,5,3010,2007,26,06/26/2007,
Federer R.,1,7290,2007,26,06/25/2007,
Nadal R.,2,5225,2007,26,06/26/2007,
Djokovic N.,5,3010,2007,27,07/04/2007,
Federer R.,1,7290,2007,27,07/06/2007,
Nadal R.,2,5225,2007,27,07/04/2007,
Djokovic N.,5,,2007,28,,
Federer R.,1,,2007,28,,
Nadal R.,2,,2007,28,,
Djokovic N.,5,,2007,29,,
Federer R.,1,,2007,29,,
Nadal R.,2,5225,2007,29,07/17/2007,
Djokovic N.,3,3245,2007,30,07/23/2007,
Federer R.,1,,2007,30,,
Nadal R.,2,,2007,30,,
Djokovic N.,3,,2007,31,,
Federer R.,1,,2007,31,,
Nadal R.,2,,2007,31,,
Djokovic N.,4,3200,2007,32,08/07/2007,
Federer R.,1,7290,2007,32,08/08/2007,
Nadal R.,2,5455,2007,32,08/09/2007,
Djokovic N.,3,3700,2007,33,08/15/2007,
Djokovic N.,4,3200,2007,33,08/13/2007,
Federer R.,1,7290,2007,33,08/13/2007,
Nadal R.,2,5605,2007,33,08/15/2007,
Djokovic N.,3,,2007,34,,
Federer R.,1,,2007,34,,
Nadal R.,2,,2007,34,,
Djokovic N.,3,3670,2007,35,08/28/2007,
Federer R.,1,7605,2007,35,08/27/2007,
Nadal R.,2,5485,2007,35,08/29/2007,
Djokovic N.,3,3670,2007,36,09/04/2007,
Federer R.,1,7605,2007,36,09/03/2007,
Nadal R.,2,5485,2007,36,09/04/2007,
Djokovic N.,3,,2007,37,,
Federer R.,1,,2007,37,,
Nadal R.,2,,2007,37,,
Djokovic N.,3,,2007,38,,
Federer R.,1,,2007,38,,
Nadal R.,2,,2007,38,,
Djokovic N.,3,,2007,39,,
Federer R.,1,,2007,39,,
Nadal R.,2,,2007,39,,
Djokovic N.,3,,2007,40,,
Federer R.,1,,2007,40,,
Nadal R.,2,,2007,40,,
Djokovic N.,3,4145,2007,41,10/09/2007,
Federer R.,1,,2007,41,,
Nadal R.,2,,2007,41,,
Djokovic N.,3,4370,2007,42,10/17/2007,
Federer R.,1,7355,2007,42,10/16/2007,
Nadal R.,2,5385,2007,42,10/17/2007,
Djokovic N.,3,,2007,43,,
Federer R.,1,7205,2007,43,10/23/2007,
Nadal R.,2,,2007,43,,
Djokovic N.,3,4470,2007,44,10/31/2007,
Federer R.,1,7205,2007,44,10/31/2007,
Nadal R.,2,5385,2007,44,10/31/2007,
Djokovic N.,3,4470,2007,45,11/11/2007,
Federer R.,1,,2007,45,,
Nadal R.,2,5535,2007,45,11/11/2007,
Djokovic N.,3,4470,2007,46,11/13/2007,
Federer R.,1,6530,2007,46,11/12/2007,
Nadal R.,2,5535,2007,46,11/13/2007,
Djokovic N.,3,,2007,47,,
Federer R.,1,,2007,47,,
Nadal R.,2,,2007,47,,
Djokovic N.,3,,2007,48,,
Federer R.,1,,2007,48,,
Nadal R.,2,,2007,48,,
Djokovic N.,3,,2007,49,,
Federer R.,1,,2007,49,,
Nadal R.,2,,2007,49,,
Djokovic N.,3,,2007,50,,
Federer R.,1,,2007,50,,
Nadal R.,2,,2007,50,,
Djokovic N.,3,,2007,51,,
Federer R.,1,,2007,51,,
Nadal R.,2,,2007,51,,
Djokovic N.,3,,2007,52,,
Federer R.,1,,2007,52,,
Nadal R.,2,,2007,52,,
Djokovic N.,3,,2008,1,,
Federer R.,1,,2008,1,,
Nadal R.,2,5735,2008,1,01/01/2008,
Djokovic N.,3,,2008,2,,
Federer R.,1,,2008,2,,
Nadal R.,2,,2008,2,,
Djokovic N.,3,4315,2008,3,01/15/2008,
Federer R.,1,7180,2008,3,01/15/2008,
Nadal R.,2,5780,2008,3,01/14/2008,
Djokovic N.,3,4315,2008,4,01/21/2008,
Federer R.,1,7180,2008,4,01/21/2008,
Nadal R.,2,5780,2008,4,01/22/2008,
Djokovic N.,3,,2008,5,,
Federer R.,1,,2008,5,,
Nadal R.,2,,2008,5,,
Djokovic N.,3,,2008,6,,
Federer R.,1,,2008,6,,
Nadal R.,2,,2008,6,,
Djokovic N.,3,5165,2008,7,02/13/2008,
Federer R.,1,,2008,7,,
Nadal R.,2,,2008,7,,
Djokovic N.,3,,2008,8,,
Federer R.,1,,2008,8,,
Nadal R.,2,5980,2008,8,02/20/2008,
Djokovic N.,3,,2008,9,,
Federer R.,1,,2008,9,,
Nadal R.,2,,2008,9,,
Djokovic N.,3,5010,2008,10,03/04/2008,
Federer R.,1,6330,2008,10,03/03/2008,
Nadal R.,2,5930,2008,10,03/04/2008,
Djokovic N.,3,5130,2008,11,03/15/2008,
Federer R.,1,,2008,11,,
Nadal R.,2,5980,2008,11,03/15/2008,
Djokovic N.,3,5130,2008,12,03/18/2008,
Federer R.,1,6330,2008,12,03/17/2008,
Nadal R.,2,5980,2008,12,03/17/2008,
Djokovic N.,3,5280,2008,13,03/28/2008,
Federer R.,1,6550,2008,13,03/30/2008,
Nadal R.,2,5705,2008,13,03/28/2008,
Djokovic N.,3,,2008,14,,
Federer R.,1,6550,2008,14,03/31/2008,
Nadal R.,2,5705,2008,14,04/01/2008,
Djokovic N.,3,,2008,15,,
Federer R.,1,,2008,15,,
Nadal R.,2,,2008,15,,
Djokovic N.,3,,2008,16,,
Federer R.,1,6600,2008,16,04/15/2008,
Nadal R.,2,,2008,16,,
Djokovic N.,3,4725,2008,17,04/22/2008,
Federer R.,1,6425,2008,17,04/23/2008,
Nadal R.,2,5455,2008,17,04/23/2008,
Djokovic N.,3,,2008,18,,
Federer R.,1,,2008,18,,
Nadal R.,2,5655,2008,18,04/30/2008,
Djokovic N.,3,4935,2008,19,05/07/2008,
Federer R.,1,6775,2008,19,05/06/2008,
Nadal R.,2,5655,2008,19,05/07/2008,
Djokovic N.,3,5125,2008,20,05/14/2008,
Federer R.,1,6825,2008,20,05/14/2008,
Nadal R.,2,5435,2008,20,05/14/2008,
Djokovic N.,3,5225,2008,21,05/25/2008,
Federer R.,1,,2008,21,,
Nadal R.,2,,2008,21,,
Djokovic N.,3,5225,2008,22,05/28/2008,
Federer R.,1,6675,2008,22,05/26/2008,
Nadal R.,2,5585,2008,22,05/28/2008,
Djokovic N.,3,5225,2008,23,06/03/2008,
Federer R.,1,6675,2008,23,06/02/2008,
Nadal R.,2,5585,2008,23,06/03/2008,
Djokovic N.,3,5225,2008,24,06/11/2008,
Federer R.,1,6675,2008,24,06/11/2008,
Nadal R.,2,5585,2008,24,06/11/2008,
Djokovic N.,3,,2008,25,,
Federer R.,1,,2008,25,,
Nadal R.,2,,2008,25,,
Djokovic N.,3,5360,2008,26,06/23/2008,
Federer R.,1,6900,2008,26,06/23/2008,
Nadal R.,2,5755,2008,26,06/24/2008,
Djokovic N.,3,,2008,27,,
Federer R.,1,6900,2008,27,06/30/2008,
Nadal R.,2,5755,2008,27,06/30/2008,
Djokovic N.,3,,2008,28,,
Federer R.,1,,2008,28,,
Nadal R.,2,,2008,28,,
Djokovic N.,3,,2008,29,,
Federer R.,1,,2008,29,,
Nadal R.,2,,2008,29,,
Djokovic N.,3,4945,2008,30,07/23/2008,
Federer R.,1,6600,2008,30,07/24/2008,
Nadal R.,2,5830,2008,30,07/24/2008,
Djokovic N.,3,5055,2008,31,07/30/2008,
Federer R.,1,6605,2008,31,07/29/2008,
Nadal R.,2,6305,2008,31,07/31/2008,
Djokovic N.,3,,2008,32,,
Federer R.,1,,2008,32,,
Nadal R.,2,,2008,32,,
Djokovic N.,3,,2008,33,,
Federer R.,1,,2008,33,,
Nadal R.,2,,2008,33,,
Djokovic N.,3,,2008,34,,
Federer R.,1,,2008,34,,
Nadal R.,2,,2008,34,,
Djokovic N.,3,5105,2008,35,08/27/2008,
Federer R.,2,5930,2008,35,08/27/2008,
Nadal R.,1,6700,2008,35,08/25/2008,
Djokovic N.,3,5105,2008,36,09/01/2008,
Federer R.,2,5930,2008,36,09/02/2008,
Nadal R.,1,6700,2008,36,09/01/2008,
Djokovic N.,3,,2008,37,,
Federer R.,2,5930,2008,37,09/08/2008,
Nadal R.,1,,2008,37,,
Djokovic N.,3,,2008,38,,
Federer R.,2,,2008,38,,
Nadal R.,1,,2008,38,,
Djokovic N.,3,4855,2008,39,09/25/2008,
Federer R.,2,,2008,39,,
Nadal R.,1,,2008,39,,
Djokovic N.,3,,2008,40,,
Federer R.,2,,2008,40,,
Nadal R.,1,,2008,40,,
Djokovic N.,3,,2008,41,,
Federer R.,2,,2008,41,,
Nadal R.,1,,2008,41,,
Djokovic N.,3,4725,2008,42,10/15/2008,
Federer R.,2,5930,2008,42,10/15/2008,
Nadal R.,1,7000,2008,42,10/14/2008,
Djokovic N.,3,,2008,43,,
Federer R.,2,5805,2008,43,10/21/2008,
Nadal R.,1,,2008,43,,
Djokovic N.,3,4575,2008,44,10/28/2008,
Federer R.,2,5805,2008,44,10/29/2008,
Nadal R.,1,7100,2008,44,10/29/2008,
Djokovic N.,3,4645,2008,45,11/09/2008,
Federer R.,2,,2008,45,,
Nadal R.,1,,2008,45,,
Djokovic N.,3,4645,2008,46,11/11/2008,
Federer R.,2,5205,2008,46,11/10/2008,
Nadal R.,1,,2008,46,,
Djokovic N.,3,,2008,47,,
Federer R.,2,,2008,47,,
Nadal R.,1,,2008,47,,
Djokovic N.,3,,2008,48,,
Federer R.,2,,2008,48,,
Nadal R.,1,,2008,48,,
Djokovic N.,3,,2008,49,,
Federer R.,2,,2008,49,,
Nadal R.,1,,2008,49,,
Djokovic N.,3,,2008,50,,
Federer R.,2,,2008,50,,
Nadal R.,1,,2008,50,,
Djokovic N.,3,,2008,51,,
Federer R.,2,,2008,51,,
Nadal R.,1,,2008,51,,
Djokovic N.,3,,2008,52,,
Federer R.,2,,2008,52,,
Nadal R.,1,,2008,52,,
Djokovic N.,3,,2009,1,,
Federer R.,2,,2009,1,,
Nadal R.,1,,2009,1,,
Djokovic N.,3,10590,2009,2,01/06/2009,
Federer R.,2,10610,2009,2,01/06/2009,
Nadal R.,1,13160,2009,2,01/06/2009,
Djokovic N.,3,10590,2009,3,01/14/2009,
Federer R.,2,,2009,3,,
Nadal R.,1,,2009,3,,
Djokovic N.,3,10650,2009,4,01/19/2009,
Federer R.,2,10700,2009,4,01/19/2009,
Nadal R.,1,13160,2009,4,01/20/2009,
Djokovic N.,3,10650,2009,5,01/27/2009,
Federer R.,2,10700,2009,5,01/27/2009,
Nadal R.,1,13160,2009,5,01/26/2009,
Djokovic N.,3,,2009,6,,
Federer R.,2,,2009,6,,
Nadal R.,1,,2009,6,,
Djokovic N.,3,,2009,7,,
Federer R.,2,,2009,7,,
Nadal R.,1,14260,2009,7,02/11/2009,
Djokovic N.,3,9010,2009,8,02/18/2009,
Federer R.,2,,2009,8,,
Nadal R.,1,,2009,8,,
Djokovic N.,3,9010,2009,9,02/24/2009,
Federer R.,2,,2009,9,,
Nadal R.,1,,2009,9,,
Djokovic N.,3,,2009,10,,
Federer R.,2,,2009,10,,
Nadal R.,1,,2009,10,,
Djokovic N.,3,9240,2009,11,03/15/2009,
Federer R.,2,11000,2009,11,03/15/2009,
Nadal R.,1,,2009,11,,
Djokovic N.,3,9240,2009,12,03/17/2009,
Federer R.,2,11000,2009,12,03/16/2009,
Nadal R.,1,14360,2009,12,03/16/2009,
Djokovic N.,3,8420,2009,13,03/27/2009,
Federer R.,2,10910,2009,13,03/27/2009,
Nadal R.,1,14990,2009,13,03/29/2009,
Djokovic N.,3,8420,2009,14,03/30/2009,
Federer R.,2,10910,2009,14,03/31/2009,
Nadal R.,1,14990,2009,14,03/30/2009,
Djokovic N.,3,,2009,15,,
Federer R.,2,,2009,15,,
Nadal R.,1,,2009,15,,
Djokovic N.,3,9010,2009,16,04/14/2009,
Federer R.,2,11020,2009,16,04/15/2009,
Nadal R.,1,14470,2009,16,04/15/2009,
Djokovic N.,3,,2009,17,,
Federer R.,2,,2009,17,,
Nadal R.,1,15390,2009,17,04/22/2009,
Djokovic N.,3,9160,2009,18,04/28/2009,
Federer R.,2,10060,2009,18,04/29/2009,
Nadal R.,1,14890,2009,18,04/29/2009,
Djokovic N.,3,9670,2009,19,05/06/2009,
Federer R.,2,,2009,19,,
Nadal R.,1,,2009,19,,
Djokovic N.,4,8920,2009,20,05/13/2009,
Federer R.,2,10170,2009,20,05/12/2009,
Nadal R.,1,15360,2009,20,05/13/2009,
Djokovic N.,4,,2009,21,,
Federer R.,2,,2009,21,,
Nadal R.,1,,2009,21,,
Djokovic N.,4,8830,2009,22,05/26/2009,
Federer R.,2,10470,2009,22,05/25/2009,
Nadal R.,1,14960,2009,22,05/25/2009,
Djokovic N.,4,,2009,23,,
Federer R.,2,10470,2009,23,06/01/2009,
Nadal R.,1,,2009,23,,
Djokovic N.,4,8020,2009,24,06/09/2009,
Federer R.,2,,2009,24,,
Nadal R.,1,,2009,24,,
Djokovic N.,4,,2009,25,,
Federer R.,2,,2009,25,,
Nadal R.,1,,2009,25,,
Djokovic N.,4,7860,2009,26,06/22/2009,
Federer R.,2,10620,2009,26,06/22/2009,
Nadal R.,1,,2009,26,,
Djokovic N.,4,7860,2009,27,06/29/2009,
Federer R.,2,10620,2009,27,06/29/2009,
Nadal R.,1,,2009,27,,
Djokovic N.,4,,2009,28,,
Federer R.,2,,2009,28,,
Nadal R.,1,,2009,28,,
Djokovic N.,4,,2009,29,,
Federer R.,2,,2009,29,,
Nadal R.,1,,2009,29,,
Djokovic N.,4,,2009,30,,
Federer R.,2,,2009,30,,
Nadal R.,1,,2009,30,,
Djokovic N.,4,,2009,31,,
Federer R.,2,,2009,31,,
Nadal R.,1,,2009,31,,
Djokovic N.,4,,2009,32,,
Federer R.,2,,2009,32,,
Nadal R.,1,,2009,32,,
Djokovic N.,4,7380,2009,33,08/11/2009,
Federer R.,1,11060,2009,33,08/11/2009,
Nadal R.,2,9285,2009,33,08/13/2009,
Djokovic N.,4,7150,2009,34,08/19/2009,
Federer R.,1,11040,2009,34,08/19/2009,
Nadal R.,3,8665,2009,34,08/19/2009,
Djokovic N.,4,,2009,35,,
Federer R.,1,,2009,35,,
Nadal R.,3,,2009,35,,
Djokovic N.,4,7660,2009,36,09/01/2009,
Federer R.,1,12040,2009,36,08/31/2009,
Nadal R.,3,9025,2009,36,09/02/2009,
Djokovic N.,4,7660,2009,37,09/08/2009,
Federer R.,1,12040,2009,37,09/07/2009,
Nadal R.,3,9025,2009,37,09/09/2009,
Djokovic N.,4,,2009,38,,
Federer R.,1,12040,2009,38,09/14/2009,
Nadal R.,3,,2009,38,,
Djokovic N.,4,,2009,39,,
Federer R.,1,,2009,39,,
Nadal R.,3,,2009,39,,
Djokovic N.,4,,2009,40,,
Federer R.,1,,2009,40,,
Nadal R.,3,,2009,40,,
Djokovic N.,4,7330,2009,41,10/05/2009,
Federer R.,1,,2009,41,,
Nadal R.,2,8845,2009,41,10/06/2009,
Djokovic N.,4,7740,2009,42,10/14/2009,
Federer R.,1,,2009,42,,
Nadal R.,2,8945,2009,42,10/14/2009,
Djokovic N.,4,,2009,43,,
Federer R.,1,,2009,43,,
Nadal R.,2,,2009,43,,
Djokovic N.,4,,2009,44,,
Federer R.,1,,2009,44,,
Nadal R.,2,,2009,44,,
Djokovic N.,4,,2009,45,,
Federer R.,1,,2009,45,,
Nadal R.,2,,2009,45,,
Djokovic N.,3,8300,2009,46,11/11/2009,
Federer R.,1,10340,2009,46,11/11/2009,
Nadal R.,2,8845,2009,46,11/11/2009,
Djokovic N.,3,,2009,47,,
Federer R.,1,10150,2009,47,11/22/2009,
Nadal R.,2,,2009,47,,
Djokovic N.,3,7910,2009,48,11/23/2009,
Federer R.,1,10150,2009,48,11/24/2009,
Nadal R.,2,9205,2009,48,11/23/2009,
Djokovic N.,3,,2009,49,,
Federer R.,1,,2009,49,,
Nadal R.,2,,2009,49,,
Djokovic N.,3,,2009,50,,
Federer R.,1,,2009,50,,
Nadal R.,2,,2009,50,,
Djokovic N.,3,,2009,51,,
Federer R.,1,,2009,51,,
Nadal R.,2,,2009,51,,
Djokovic N.,3,,2009,52,,
Federer R.,1,,2009,52,,
Nadal R.,2,,2009,52,,
Djokovic N.,3,,2010,1,,
Federer R.,1,10550,2010,1,01/05/2010,
Nadal R.,2,9205,2010,1,01/05/2010,
Djokovic N.,3,,2010,2,,
Federer R.,1,,2010,2,,
Nadal R.,2,,2010,2,,
Djokovic N.,3,8310,2010,3,01/19/2010,
Federer R.,1,10550,2010,3,01/19/2010,
Nadal R.,2,9310,2010,3,01/18/2010,
Djokovic N.,3,8310,2010,4,01/25/2010,
Federer R.,1,10550,2010,4,01/25/2010,
Nadal R.,2,9310,2010,4,01/26/2010,
Djokovic N.,3,,2010,5,,
Federer R.,1,,2010,5,,
Nadal R.,2,,2010,5,,
Djokovic N.,2,8310,2010,6,02/09/2010,
Federer R.,1,,2010,6,,
Nadal R.,2,,2010,6,,
Djokovic N.,2,,2010,7,,
Federer R.,1,,2010,7,,
Nadal R.,2,,2010,7,,
Djokovic N.,2,8310,2010,8,02/22/2010,
Federer R.,1,,2010,8,,
Nadal R.,2,,2010,8,,
Djokovic N.,2,,2010,9,,
Federer R.,1,,2010,9,,
Nadal R.,2,,2010,9,,
Djokovic N.,2,8310,2010,10,03/14/2010,
Federer R.,1,,2010,10,,
Nadal R.,3,7440,2010,10,03/14/2010,
Djokovic N.,2,8310,2010,11,03/15/2010,
Federer R.,1,11350,2010,11,03/15/2010,
Nadal R.,3,7440,2010,11,03/15/2010,
Djokovic N.,2,8220,2010,12,03/26/2010,
Federer R.,1,11035,2010,12,03/28/2010,
Nadal R.,4,6800,2010,12,03/26/2010,
Djokovic N.,2,,2010,13,,
Federer R.,1,11035,2010,13,03/29/2010,
Nadal R.,4,6800,2010,13,03/30/2010,
Djokovic N.,2,,2010,14,,
Federer R.,1,,2010,14,,
Nadal R.,4,,2010,14,,
Djokovic N.,2,7630,2010,15,04/14/2010,
Federer R.,1,,2010,15,,
Nadal R.,3,6980,2010,15,04/14/2010,
Djokovic N.,2,,2010,16,,
Federer R.,1,,2010,16,,
Nadal R.,3,,2010,16,,
Djokovic N.,2,7390,2010,17,04/27/2010,
Federer R.,1,10690,2010,17,04/27/2010,
Nadal R.,3,6480,2010,17,04/28/2010,
Djokovic N.,2,6970,2010,18,05/06/2010,
Federer R.,1,10340,2010,18,05/05/2010,
Nadal R.,3,,2010,18,,
Djokovic N.,2,,2010,19,,
Federer R.,1,10430,2010,19,05/11/2010,
Nadal R.,3,6480,2010,19,05/12/2010,
Djokovic N.,2,,2010,20,,
Federer R.,1,,2010,20,,
Nadal R.,3,,2010,20,,
Djokovic N.,3,6405,2010,21,05/24/2010,
Federer R.,1,10030,2010,21,05/24/2010,
Nadal R.,2,6880,2010,21,05/25/2010,
Djokovic N.,3,6405,2010,22,05/31/2010,
Federer R.,1,10030,2010,22,06/01/2010,
Nadal R.,2,6880,2010,22,05/31/2010,
Djokovic N.,3,6675,2010,23,06/09/2010,
Federer R.,2,8390,2010,23,06/08/2010,
Nadal R.,1,8700,2010,23,06/09/2010,
Djokovic N.,3,,2010,24,,
Federer R.,2,,2010,24,,
Nadal R.,1,,2010,24,,
Djokovic N.,3,6545,2010,25,06/21/2010,
Federer R.,2,8525,2010,25,06/21/2010,
