player,rank,points,year,week,corr_date,absent
Federer R.,1,8920,2018,25,06/19/2018,
Nadal R.,,,2018,25,,
Djokovic N.,22,,2018,26,,
Federer R.,1,,2018,26,,
Nadal R.,,,2018,26,,
Djokovic N.,21,1715,2018,27,07/03/2018,
Federer R.,2,8720,2018,27,07/02/2018,
Nadal R.,1,8770,2018,27,07/03/2018,
Djokovic N.,21,1715,2018,28,07/09/2018,
Federer R.,2,8720,2018,28,07/09/2018,
Nadal R.,1,8770,2018,28,07/09/2018,
Djokovic N.,21,,2018,29,,
Federer R.,2,,2018,29,,
Nadal R.,1,,2018,29,,
Djokovic N.,21,,2018,30,,
Federer R.,2,,2018,30,,
Nadal R.,1,,2018,30,,
Djokovic N.,21,,2018,31,,
Federer R.,2,,2018,31,,
Nadal R.,1,,2018,31,,
Djokovic N.,10,3355,2018,32,08/07/2018,
Federer R.,2,,2018,32,,
Nadal R.,1,9310,2018,32,08/09/2018,
Djokovic N.,10,3445,2018,33,08/14/2018,
Federer R.,2,6480,2018,33,08/15/2018,
Nadal R.,1,,2018,33,,
Djokovic N.,10,,2018,34,,
Federer R.,2,,2018,34,,
Nadal R.,1,,2018,34,,
Djokovic N.,6,4445,2018,35,08/28/2018,
Federer R.,2,7080,2018,35,08/29/2018,
Nadal R.,1,10040,2018,35,08/28/2018,
Djokovic N.,6,4445,2018,36,09/03/2018,
Federer R.,2,7080,2018,36,09/04/2018,
Nadal R.,1,10040,2018,36,09/05/2018,Y
Djokovic N.,6,,2018,37,,
Federer R.,2,,2018,37,,
Nadal R.,1,,2018,37,,
Djokovic N.,6,,2018,38,,
Federer R.,2,,2018,38,,
Nadal R.,1,,2018,38,,
Djokovic N.,6,,2018,39,,
Federer R.,2,,2018,39,,
Nadal R.,1,,2018,39,,
Djokovic N.,6,,2018,40,,
Federer R.,2,,2018,40,,
Nadal R.,1,,2018,40,,
Djokovic N.,3,6445,2018,41,10/09/2018,
Federer R.,2,6900,2018,41,10/10/2018,
Nadal R.,1,,2018,41,,
Djokovic N.,3,,2018,42,,
Federer R.,2,,2018,42,,
Nadal R.,1,,2018,42,,
Djokovic N.,3,,2018,43,,
Federer R.,3,6260,2018,43,10/23/2018,
Nadal R.,1,,2018,43,,
Djokovic N.,2,7445,2018,44,10/30/2018,
Federer R.,3,6260,2018,44,11/01/2018,
Nadal R.,1,,2018,44,,
Djokovic N.,2,,2018,45,,
Federer R.,3,6020,2018,45,11/11/2018,
Nadal R.,1,,2018,45,,
Djokovic N.,1,8045,2018,46,11/12/2018,
Federer R.,3,6020,2018,46,11/13/2018,
Nadal R.,,,2018,46,,
Djokovic N.,1,,2018,47,,
Federer R.,3,,2018,47,,
Nadal R.,,,2018,47,,
Djokovic N.,1,,2018,48,,
Federer R.,3,,2018,48,,
Nadal R.,,,2018,48,,
Djokovic N.,1,,2018,49,,
Federer R.,3,,2018,49,,
Nadal R.,,,2018,49,,
Djokovic N.,1,,2018,50,,
Federer R.,3,,2018,50,,
Nadal R.,,,2018,50,,
Djokovic N.,1,,2018,51,,
Federer R.,3,,2018,51,,
Nadal R.,,,2018,51,,
Djokovic N.,1,,2018,52,,
Federer R.,3,,2018,52,,
Nadal R.,,,2018,52,,
Djokovic N.,1,9045,2019,1,01/01/2019,
Federer R.,3,,2019,1,,
Nadal R.,,,2019,1,,
Djokovic N.,1,,2019,2,,
Federer R.,3,,2019,2,,
Nadal R.,,,2019,2,,
Djokovic N.,1,9135,2019,3,01/15/2019,
Federer R.,3,6420,2019,3,01/14/2019,
Nadal R.,2,7480,2019,3,01/14/2019,Y
Djokovic N.,1,9135,2019,4,01/21/2019,
Federer R.,3,,2019,4,,
Nadal R.,2,7480,2019,4,01/22/2019,
Djokovic N.,1,,2019,5,,
Federer R.,3,,2019,5,,
Nadal R.,2,,2019,5,,
Djokovic N.,1,,2019,6,,
Federer R.,3,,2019,6,,
Nadal R.,2,,2019,6,,
Djokovic N.,1,,2019,7,,
Federer R.,3,,2019,7,,
Nadal R.,2,,2019,7,,
Djokovic N.,1,,2019,8,,
Federer R.,3,,2019,8,,
Nadal R.,2,,2019,8,,
Djokovic N.,1,,2019,9,,
Federer R.,7,4100,2019,9,02/25/2019,
Nadal R.,2,8320,2019,9,02/27/2019,
Djokovic N.,1,10955,2019,10,03/10/2019,
Federer R.,4,4600,2019,10,03/10/2019,
Nadal R.,2,,2019,10,,
Djokovic N.,1,10955,2019,11,03/12/2019,
Federer R.,4,4600,2019,11,03/13/2019,
Nadal R.,2,8365,2019,11,03/11/2019,
Djokovic N.,1,10990,2019,12,03/23/2019,
Federer R.,5,4600,2019,12,03/23/2019,
Nadal R.,2,,2019,12,,
Djokovic N.,1,10990,2019,13,03/26/2019,
Federer R.,5,4600,2019,13,03/25/2019,
Nadal R.,2,,2019,13,,
Djokovic N.,1,,2019,14,,
Federer R.,5,,2019,14,,
Nadal R.,2,,2019,14,,
Djokovic N.,1,,2019,15,,
Federer R.,5,,2019,15,,
Nadal R.,2,,2019,15,,
Djokovic N.,1,11070,2019,16,04/16/2019,
Federer R.,5,,2019,16,,
Nadal R.,2,8725,2019,16,04/17/2019,
Djokovic N.,1,,2019,17,,
Federer R.,5,,2019,17,,
Nadal R.,2,8085,2019,17,04/24/2019,
Djokovic N.,1,,2019,18,,
Federer R.,5,,2019,18,,
Nadal R.,2,,2019,18,,
Djokovic N.,1,11160,2019,19,05/07/2019,
Federer R.,3,5590,2019,19,05/07/2019,
Nadal R.,2,7765,2019,19,05/08/2019,
Djokovic N.,1,12115,2019,20,05/16/2019,
Federer R.,3,5770,2019,20,05/16/2019,
Nadal R.,2,7945,2019,20,05/16/2019,
Djokovic N.,1,,2019,21,,
Federer R.,3,5950,2019,21,05/26/2019,
Nadal R.,2,,2019,21,,
Djokovic N.,1,12355,2019,22,05/27/2019,
Federer R.,3,5950,2019,22,05/29/2019,
Nadal R.,2,7945,2019,22,05/27/2019,
Djokovic N.,1,12355,2019,23,06/03/2019,
Federer R.,3,5950,2019,23,06/04/2019,
Nadal R.,2,7945,2019,23,06/04/2019,
Djokovic N.,1,,2019,24,,
Federer R.,3,,2019,24,,
Nadal R.,2,,2019,24,,
Djokovic N.,1,,2019,25,,
Federer R.,3,6420,2019,25,06/18/2019,
Nadal R.,2,,2019,25,,
Djokovic N.,1,,2019,26,,
Federer R.,3,,2019,26,,
Nadal R.,2,,2019,26,,
Djokovic N.,1,12415,2019,27,07/01/2019,
Federer R.,3,6620,2019,27,07/02/2019,
Nadal R.,2,7945,2019,27,07/02/2019,
Djokovic N.,1,12415,2019,28,07/08/2019,
Federer R.,3,6620,2019,28,07/08/2019,
Nadal R.,2,7945,2019,28,07/08/2019,
Djokovic N.,1,,2019,29,,
Federer R.,3,,2019,29,,
Nadal R.,2,,2019,29,,
Djokovic N.,1,,2019,30,,
Federer R.,3,,2019,30,,
Nadal R.,2,,2019,30,,
Djokovic N.,1,,2019,31,,
Federer R.,3,,2019,31,,
Nadal R.,2,,2019,31,,
Djokovic N.,1,,2019,32,,
Federer R.,3,,2019,32,,
Nadal R.,2,7945,2019,32,08/07/2019,
Djokovic N.,1,12325,2019,33,08/13/2019,
Federer R.,3,7460,2019,33,08/14/2019,
Nadal R.,2,,2019,33,,
Djokovic N.,1,,2019,34,,
Federer R.,3,,2019,34,,
Nadal R.,2,,2019,34,,
Djokovic N.,1,11685,2019,35,08/26/2019,
Federer R.,3,6950,2019,35,08/27/2019,
Nadal R.,2,7945,2019,35,08/28/2019,
Djokovic N.,1,11685,2019,36,09/02/2019,
Federer R.,3,6950,2019,36,09/04/2019,
Nadal R.,2,7945,2019,36,09/03/2019,
Djokovic N.,1,,2019,37,,
Federer R.,3,,2019,37,,
Nadal R.,2,,2019,37,,
Djokovic N.,1,,2019,38,,
Federer R.,3,,2019,38,,
Nadal R.,2,,2019,38,,
Djokovic N.,1,,2019,39,,
Federer R.,3,,2019,39,,
Nadal R.,2,,2019,39,,
Djokovic N.,1,9865,2019,40,10/01/2019,
Federer R.,3,,2019,40,,
Nadal R.,2,,2019,40,,
Djokovic N.,1,10365,2019,41,10/09/2019,
Federer R.,3,7130,2019,41,10/08/2019,
Nadal R.,2,,2019,41,,
Djokovic N.,1,,2019,42,,
Federer R.,3,,2019,42,,
Nadal R.,2,,2019,42,,
Djokovic N.,1,,2019,43,,
Federer R.,3,6950,2019,43,10/21/2019,
Nadal R.,2,,2019,43,,
Djokovic N.,1,9545,2019,44,10/30/2019,
Federer R.,3,,2019,44,,
Nadal R.,2,9225,2019,44,10/30/2019,
Djokovic N.,1,,2019,45,,
Federer R.,3,,2019,45,,
Nadal R.,2,,2019,45,,
Djokovic N.,,,2019,46,,
Federer R.,3,,2019,46,,
Nadal R.,2,,2019,46,,
Djokovic N.,,,2019,47,,
Federer R.,3,,2019,47,,
Nadal R.,2,,2019,47,,
Djokovic N.,,,2019,48,,
Federer R.,3,,2019,48,,
Nadal R.,2,,2019,48,,
Djokovic N.,,,2019,49,,
Federer R.,3,,2019,49,,
Nadal R.,2,,2019,49,,
Djokovic N.,,,2019,50,,
Federer R.,3,,2019,50,,
Nadal R.,2,,2019,50,,
Djokovic N.,,,2019,51,,
Federer R.,3,,2019,51,,
Nadal R.,2,,2019,51,,
Djokovic N.,,,2019,52,,
Federer R.,3,,2019,52,,
Nadal R.,2,,2019,52,,
Djokovic N.,,,2020,1,,
Federer R.,3,,2020,1,,
Nadal R.,2,,2020,1,,
Djokovic N.,,,2020,2,,
Federer R.,3,,2020,2,,
Nadal R.,2,,2020,2,,
Djokovic N.,,,2020,3,,
Federer R.,3,,2020,3,,
Nadal R.,2,,2020,3,,
Djokovic N.,2,9720,2020,4,01/20/2020,
Federer R.,3,6590,2020,4,01/20/2020,
Nadal R.,1,10235,2020,4,01/21/2020,
Djokovic N.,2,9720,2020,5,01/28/2020,
Federer R.,3,6590,2020,5,01/28/2020,Y
Nadal R.,1,10235,2020,5,01/27/2020,
Djokovic N.,2,,2020,6,,
Federer R.,3,,2020,6,,
Nadal R.,1,,2020,6,,
Djokovic N.,2,,2020,7,,
Federer R.,3,,2020,7,,
Nadal R.,1,,2020,7,,
Djokovic N.,2,,2020,8,,
Federer R.,3,,2020,8,,
Nadal R.,1,,2020,8,,
Djokovic N.,1,9720,2020,9,02/24/2020,Y
Federer R.,3,,2020,9,,
Nadal R.,2,9395,2020,9,02/26/2020,Y
Djokovic N.,1,,2020,10,,
Federer R.,3,,2020,10,,
Nadal R.,2,,2020,10,,
Djokovic N.,1,,2020,11,,
Federer R.,3,,2020,11,,
Nadal R.,2,,2020,11,,
Djokovic N.,1,,2020,12,,
Federer R.,3,,2020,12,,
Nadal R.,2,,2020,12,,
Djokovic N.,1,,2020,13,,
Federer R.,3,,2020,13,,
Nadal R.,2,,2020,13,,
Djokovic N.,1,,2020,14,,
Federer R.,3,,2020,14,,
Nadal R.,2,,2020,14,,
Djokovic N.,1,,2020,15,,
Federer R.,3,,2020,15,,
Nadal R.,2,,2020,15,,
Djokovic N.,1,,2020,16,,
Federer R.,3,,2020,16,,
Nadal R.,2,,2020,16,,
Djokovic N.,1,,2020,17,,
Federer R.,3,,2020,17,,
Nadal R.,2,,2020,17,,
Djokovic N.,1,,2020,18,,
Federer R.,3,,2020,18,,
Nadal R.,2,,2020,18,,
Djokovic N.,1,,2020,19,,
Federer R.,3,,2020,19,,
Nadal R.,2,,2020,19,,
Djokovic N.,1,,2020,20,,
Federer R.,3,,2020,20,,
Nadal R.,2,,2020,20,,
Djokovic N.,1,,2020,21,,
Federer R.,3,,2020,21,,
Nadal R.,2,,2020,21,,
Djokovic N.,1,,2020,22,,
Federer R.,3,,2020,22,,
Nadal R.,2,,2020,22,,
Djokovic N.,1,,2020,23,,
Federer R.,3,,2020,23,,
Nadal R.,2,,2020,23,,
Djokovic N.,1,,2020,24,,
Federer R.,3,,2020,24,,
Nadal R.,2,,2020,24,,
Djokovic N.,1,,2020,25,,
Federer R.,3,,2020,25,,
Nadal R.,2,,2020,25,,
Djokovic N.,1,,2020,26,,
Federer R.,3,,2020,26,,
Nadal R.,2,,2020,26,,
Djokovic N.,1,,2020,27,,
Federer R.,3,,2020,27,,
Nadal R.,2,,2020,27,,
Djokovic N.,1,,2020,28,,
Federer R.,3,,2020,28,,
Nadal R.,2,,2020,28,,
Djokovic N.,1,,2020,29,,
Federer R.,3,,2020,29,,
Nadal R.,2,,2020,29,,
Djokovic N.,1,,2020,30,,
Federer R.,3,,2020,30,,
Nadal R.,2,,2020,30,,
Djokovic N.,1,,2020,31,,
Federer R.,3,,2020,31,,
Nadal R.,2,,2020,31,,
Djokovic N.,1,,2020,32,,
Federer R.,3,,2020,32,,
Nadal R.,2,,2020,32,,
Djokovic N.,1,,2020,33,,
Federer R.,3,,2020,33,,
Nadal R.,2,,2020,33,,
Djokovic N.,1,,2020,34,,
Federer R.,3,,2020,34,,
Nadal R.,2,,2020,34,,
Djokovic N.,1,10220,2020,35,08/25/2020,Y
Federer R.,3,,2020,35,,
Nadal R.,2,,2020,35,,
Djokovic N.,1,10860,2020,36,09/01/2020,
Federer R.,3,,2020,36,,
Nadal R.,2,,2020,36,,
Djokovic N.,1,,2020,37,,
Federer R.,3,,2020,37,,
Nadal R.,2,,2020,37,,
Djokovic N.,1,10860,2020,38,09/16/2020,
Federer R.,3,,2020,38,,
Nadal R.,2,9850,2020,38,09/16/2020,Y
Djokovic N.,1,10860,2020,39,09/21/2020,
Federer R.,3,,2020,39,,
Nadal R.,2,,2020,39,,
Djokovic N.,1,11260,2020,40,09/29/2020,
Federer R.,3,,2020,40,,
Nadal R.,2,9850,2020,40,09/28/2020,
Djokovic N.,1,11260,2020,41,10/05/2020,
Federer R.,,,2020,41,,
Nadal R.,2,9850,2020,41,10/06/2020,
Djokovic N.,1,,2020,42,,
Federer R.,,,2020,42,,
Nadal R.,2,,2020,42,,
Djokovic N.,1,,2020,43,,
Federer R.,,,2020,43,,
Nadal R.,2,,2020,43,,
Djokovic N.,1,11740,2020,44,10/27/2020,
Federer R.,,,2020,44,,
Nadal R.,2,,2020,44,,
Djokovic N.,1,,2020,45,,
Federer R.,,,2020,45,,
Nadal R.,2,9850,2020,45,11/04/2020,
Djokovic N.,1,,2020,46,,
Federer R.,,,2020,46,,
Nadal R.,2,9850,2020,46,11/15/2020,
Djokovic N.,1,11830,2020,47,11/16/2020,
Federer R.,,,2020,47,,
Nadal R.,2,9850,2020,47,11/17/2020,
Djokovic N.,1,,2020,48,,
Federer R.,,,2020,48,,
Nadal R.,2,,2020,48,,
Djokovic N.,1,,2020,49,,
Federer R.,,,2020,49,,
Nadal R.,2,,2020,49,,
Djokovic N.,1,,2020,50,,
Federer R.,,,2020,50,,
Nadal R.,2,,2020,50,,
Djokovic N.,1,,2020,51,,
Federer R.,,,2020,51,,
Nadal R.,2,,2020,51,,
Djokovic N.,1,,2020,52,,
Federer R.,,,2020,52,,
Nadal R.,2,,2020,52,,
Djokovic N.,1,,2021,1,,
Federer R.,,,2021,1,,
Nadal R.,2,,2021,1,,
Djokovic N.,1,,2021,2,,
Federer R.,,,2021,2,,
Nadal R.,2,,2021,2,,
Djokovic N.,1,,2021,3,,
Federer R.,,,2021,3,,
Nadal R.,2,,2021,3,,
Djokovic N.,1,,2021,4,,
Federer R.,,,2021,4,,
Nadal R.,2,,2021,4,,
Djokovic N.,1,,2021,5,,
Federer R.,,,2021,5,,
Nadal R.,2,,2021,5,,
Djokovic N.,1,12030,2021,6,02/08/2021,
Federer R.,,,2021,6,,
Nadal R.,2,9850,2021,6,02/09/2021,
Djokovic N.,1,12030,2021,7,02/16/2021,
Federer R.,,,2021,7,,
Nadal R.,2,9850,2021,7,02/15/2021,
Djokovic N.,1,,2021,8,,
Federer R.,,,2021,8,,
Nadal R.,2,,2021,8,,
Djokovic N.,1,,2021,9,,
Federer R.,,,2021,9,,
Nadal R.,2,,2021,9,,
Djokovic N.,1,,2021,10,,
Federer R.,6,6630,2021,10,03/10/2021,Y
Nadal R.,2,,2021,10,,
Djokovic N.,1,,2021,11,,
Federer R.,6,,2021,11,,
Nadal R.,2,,2021,11,,
Djokovic N.,1,,2021,12,,
Federer R.,6,,2021,12,,
Nadal R.,2,,2021,12,,
Djokovic N.,1,,2021,13,,
Federer R.,6,,2021,13,,
Nadal R.,2,,2021,13,,
Djokovic N.,1,,2021,14,,
Federer R.,6,,2021,14,,
Nadal R.,2,,2021,14,,
Djokovic N.,1,11963,2021,15,04/14/2021,
Federer R.,6,,2021,15,,
Nadal R.,3,9670,2021,15,04/14/2021,
Djokovic N.,1,11873,2021,16,04/21/2021,
Federer R.,6,,2021,16,,
Nadal R.,3,9490,2021,16,04/21/2021,
Djokovic N.,1,,2021,17,,
Federer R.,6,,2021,17,,
Nadal R.,3,,2021,17,,
Djokovic N.,1,,2021,18,,
Federer R.,6,,2021,18,,
Nadal R.,2,9810,2021,18,05/05/2021,
Djokovic N.,1,11463,2021,19,05/11/2021,
Federer R.,6,,2021,19,,
Nadal R.,3,9630,2021,19,05/12/2021,
Djokovic N.,1,,2021,20,,
Federer R.,8,5605,2021,20,05/18/2021,
Nadal R.,3,,2021,20,,
Djokovic N.,1,11063,2021,21,05/25/2021,
Federer R.,8,,2021,21,,
Nadal R.,3,,2021,21,,
Djokovic N.,1,11313,2021,22,06/01/2021,
Federer R.,8,5605,2021,22,05/31/2021,
Nadal R.,3,9630,2021,22,06/01/2021,
Djokovic N.,1,11313,2021,23,06/07/2021,
Federer R.,8,,2021,23,,
Nadal R.,3,9630,2021,23,06/07/2021,
Djokovic N.,1,,2021,24,,
Federer R.,8,5065,2021,24,06/14/2021,
Nadal R.,3,,2021,24,,
Djokovic N.,1,,2021,25,,
Federer R.,8,,2021,25,,
Nadal R.,3,,2021,25,,
Djokovic N.,1,12113,2021,26,06/28/2021,
Federer R.,8,4815,2021,26,06/29/2021,
Nadal R.,3,,2021,26,,
Djokovic N.,1,12113,2021,27,07/05/2021,
Federer R.,8,4815,2021,27,07/05/2021,
Nadal R.,3,,2021,27,,
Djokovic N.,1,,2021,28,,
Nadal R.,3,,2021,28,,
Djokovic N.,1,,2021,29,,
Nadal R.,3,,2021,29,,
Djokovic N.,1,,2021,30,,
Nadal R.,3,,2021,30,,
Djokovic N.,1,,2021,31,,
Nadal R.,3,8270,2021,31,08/05/2021,Y
Djokovic N.,1,,2021,32,,
Nadal R.,3,,2021,32,,
Djokovic N.,1,,2021,33,,
Nadal R.,3,,2021,33,,
Djokovic N.,1,,2021,34,,
Nadal R.,3,,2021,34,,
Djokovic N.,1,11113,2021,35,09/01/2021,
Nadal R.,3,,2021,35,,
Djokovic N.,1,11113,2021,36,09/07/2021,
Nadal R.,3,,2021,36,,
Djokovic N.,1,,2021,37,,
Nadal R.,3,,2021,37,,
Djokovic N.,1,,2021,38,,
Nadal R.,3,,2021,38,,
Djokovic N.,1,,2021,39,,
Nadal R.,3,,2021,39,,
Djokovic N.,1,,2021,40,,
Nadal R.,3,,2021,40,,
Djokovic N.,1,,2021,41,,
Nadal R.,3,,2021,41,,
Djokovic N.,1,,2021,42,,
Nadal R.,3,,2021,42,,
Djokovic N.,1,,2021,43,,
Nadal R.,3,,2021,43,,
Djokovic N.,1,10340,2021,44,11/02/2021,
Nadal R.,3,,2021,44,,
Djokovic N.,1,,2021,45,,
Nadal R.,3,,2021,45,,
Djokovic N.,1,10940,2021,46,11/15/2021,
Nadal R.,3,,2021,46,,
Djokovic N.,1,,2021,47,,
Nadal R.,3,,2021,47,,
Djokovic N.,1,,2021,48,,
Nadal R.,3,,2021,48,,
Djokovic N.,1,,2021,49,,
Nadal R.,3,,2021,49,,
Djokovic N.,1,,2021,50,,
Nadal R.,3,,2021,50,,
Djokovic N.,1,,2021,51,,
Nadal R.,3,,2021,51,,
Djokovic N.,1,,2021,52,,
Nadal R.,3,,2021,52,,
Djokovic N.,1,,2022,1,,
Nadal R.,6,4875,2022,1,01/06/2022,Y
Djokovic N.,1,,2022,2,,
Nadal R.,6,,2022,2,,
Djokovic N.,1,,2022,3,,
Nadal R.,5,4875,2022,3,01/17/2022,
Djokovic N.,1,,2022,4,,
Nadal R.,5,4875,2022,4,01/25/2022,
Djokovic N.,1,,2022,5,,
Nadal R.,5,,2022,5,,
Djokovic N.,1,,2022,6,,
Nadal R.,5,,2022,6,,
Djokovic N.,1,,2022,7,,
Nadal R.,5,,2022,7,,
Djokovic N.,1,8875,2022,8,02/21/2022,
Nadal R.,5,6515,2022,8,02/23/2022,
Djokovic N.,1,,2022,9,,
Nadal R.,5,,2022,9,,
Djokovic N.,,,2022,10,,
Nadal R.,4,6515,2022,10,03/12/2022,
Djokovic N.,,,2022,11,,
Nadal R.,4,6515,2022,11,03/14/2022,
Djokovic N.,,,2022,12,,
Nadal R.,4,,2022,12,,
Djokovic N.,,,2022,13,,
Nadal R.,4,,2022,13,,
Djokovic N.,,,2022,14,,
Nadal R.,4,,2022,14,,
Djokovic N.,1,8420,2022,15,04/12/2022,
Nadal R.,4,,2022,15,,
Djokovic N.,1,8340,2022,16,04/20/2022,
Nadal R.,4,,2022,16,,
Djokovic N.,1,,2022,17,,
Nadal R.,4,,2022,17,,
Djokovic N.,1,8400,2022,18,05/03/2022,
Nadal R.,4,6435,2022,18,05/04/2022,
Djokovic N.,1,8260,2022,19,05/10/2022,
Nadal R.,4,6435,2022,19,05/11/2022,
Djokovic N.,1,,2022,20,,
Nadal R.,4,,2022,20,,
Djokovic N.,1,8660,2022,21,05/23/2022,
Nadal R.,5,5525,2022,21,05/23/2022,
Djokovic N.,1,8660,2022,22,05/31/2022,
Nadal R.,5,5525,2022,22,05/31/2022,
Djokovic N.,1,,2022,23,,
Nadal R.,5,,2022,23,,
Djokovic N.,,,2022,24,,
Nadal R.,5,,2022,24,,
Djokovic N.,,,2022,25,,
Nadal R.,5,,2022,25,,
Djokovic N.,3,6770,2022,26,06/27/2022,
Nadal R.,4,6525,2022,26,06/28/2022,
Djokovic N.,3,6770,2022,27,07/05/2022,
Nadal R.,4,6525,2022,27,07/04/2022,
Djokovic N.,3,,2022,28,,
Nadal R.,4,,2022,28,,
Djokovic N.,3,,2022,29,,
Nadal R.,4,,2022,29,,
Djokovic N.,3,,2022,30,,
Nadal R.,4,,2022,30,,
Djokovic N.,3,,2022,31,,
Nadal R.,4,,2022,31,,
Djokovic N.,3,,2022,32,,
Nadal R.,4,,2022,32,,
Djokovic N.,3,,2022,33,,
Nadal R.,3,5620,2022,33,08/18/2022,
Djokovic N.,3,,2022,34,,
Nadal R.,3,,2022,34,,
Djokovic N.,3,,2022,35,,
Nadal R.,3,5630,2022,35,08/31/2022,
Djokovic N.,3,,2022,36,,
Nadal R.,3,5630,2022,36,09/05/2022,
Djokovic N.,3,,2022,37,,
Nadal R.,3,,2022,37,,
Djokovic N.,3,,2022,38,,
Nadal R.,3,,2022,38,,
Djokovic N.,7,3570,2022,39,09/29/2022,
Nadal R.,3,,2022,39,,
Djokovic N.,7,3820,2022,40,10/05/2022,
Nadal R.,3,,2022,40,,
Djokovic N.,7,,2022,41,,
Nadal R.,3,,2022,41,,
Djokovic N.,7,,2022,42,,
Nadal R.,3,,2022,42,,
Djokovic N.,7,,2022,43,,
Nadal R.,3,,2022,43,,
Djokovic N.,7,4320,2022,44,11/01/2022,
Nadal R.,2,5810,2022,44,11/02/2022,
Djokovic N.,7,,2022,45,,
Nadal R.,2,5820,2022,45,11/13/2022,
Djokovic N.,8,3320,2022,46,11/14/2022,
Nadal R.,2,5820,2022,46,11/15/2022,
Djokovic N.,8,,2022,47,,
Nadal R.,2,,2022,47,,
Djokovic N.,8,,2022,48,,
Nadal R.,2,,2022,48,,
Djokovic N.,8,,2022,49,,
Nadal R.,2,,2022,49,,
Djokovic N.,8,,2022,50,,
Nadal R.,2,,2022,50,,
Djokovic N.,8,,2022,51,,
Nadal R.,2,,2022,51,,
Djokovic N.,8,,2022,52,,
Nadal R.,2,,2022,52,,
Djokovic N.,5,4820,2023,1,01/03/2023,
Nadal R.,2,,2023,1,,
Djokovic N.,5,,2023,2,,
Nadal R.,2,,2023,2,,
Djokovic N.,5,5070,2023,3,01/17/2023,
Nadal R.,2,5770,2023,3,01/16/2023,
Djokovic N.,5,5070,2023,4,01/23/2023,
Djokovic N.,5,,2023,5,,
Djokovic N.,5,,2023,6,,
Djokovic N.,5,,2023,7,,
Djokovic N.,5,,2023,8,,
Djokovic N.,1,6980,2023,9,02/28/2023,
Djokovic N.,1,,2023,10,,
Djokovic N.,1,,2023,11,,
Djokovic N.,,,2023,12,,
Djokovic N.,,,2023,13,,
Djokovic N.,,,2023,14,,
Djokovic N.,1,7160,2023,15,04/11/2023,
Djokovic N.,1,7240,2023,16,04/19/2023,
Djokovic N.,1,,2023,17,,
Djokovic N.,1,,2023,18,,
Djokovic N.,1,6775,2023,19,05/12/2023,
Djokovic N.,1,6775,2023,20,05/16/2023,
Djokovic N.,1,,2023,21,,
Djokovic N.,3,5955,2023,22,05/29/2023,
Djokovic N.,3,5955,2023,23,06/06/2023,
Djokovic N.,3,,2023,24,,
Djokovic N.,3,,2023,25,,
Djokovic N.,3,,2023,26,,
Djokovic N.,2,7595,2023,27,07/03/2023,
Djokovic N.,2,7595,2023,28,07/10/2023,
Djokovic N.,2,,2023,29,,
Djokovic N.,2,,2023,30,,
Djokovic N.,2,,2023,31,,
Djokovic N.,2,,2023,32,,
Djokovic N.,2,8795,2023,33,08/18/2023,
Djokovic N.,2,,2023,34,,
Djokovic N.,2,9795,2023,35,08/29/2023,
Djokovic N.,2,9795,2023,36,09/04/2023,
